title,artist,comments,url
What I've Done,Linkin Park,"RIP Chester Bennington, you are such a legend. People pass away but their work is an eternal masterpiece...",https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,"The year is 2007:
Optimus Prime just got done delivering one of the most epic speeches you’ve ever heard, your 6 year old self stands up to leave the theater while this absolute masterpiece blasts through the stereo speakers, and Chester is still alive and well.",https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,"I DONT know you guys, im a U.S Soldier right now and now listening this song while watching what is going on in Ucrania just got me the chills, let human and land by land be in peace between each other.... war is not the answer!!!",https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,The current situation between Russia and Ukraine made me remember this legendary clip. This is a rare case where we can see the problems of humanity instead of women's butts in a music video.,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,14 years ago and even this song still has a fresh meaning with the current state of affairs,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,No 3° ano do ensino médio apresentamos essa música na amostra de História e Geografia e fomos campeões.,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,Transformers ,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,I miss him so much,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,Chester.. we love you . And as a black kid who grew up loving rap music and R&B… Linkin Park was still in every playlist & mixtape I ever made. You are a certified HOOD LEGEND WE LOVE YOU NOW AND FOREVER BRO! WATCH OVER US!!!!!!,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,15 years and it sounds even better with time,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,No words...just amazing,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,Imagine how many more clips they would have to put in this music video if it were made after the disasters of 2020-2022 (and probably after this year too!),https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,A band who have changed the people who listened. I miss the voice of Chester :(,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,"I saw Linkin Park trending on Twitter yesterday, and I thought maybe they had released a new song. So curious me clicked the link and realized they were trending because Chester died. It felt like my world just stopped. His music helped me get through middle school and High School. His voice was special. And it's a shame that he had so much pain that he thought suicide was the answer. I hope he's at peace now, but I am really going to miss hearing him sing.",https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,Great song never forgotten ,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,,https://www.youtube.com/watch?v=8sgycukafqQ
What I've Done,Linkin Park,,https://www.youtube.com/watch?v=8sgycukafqQ
